latitude_bin,longitude_bin,updated_type,updated_subtype,count
41.72,-87.67,Jam,Stand Still Traffic,22
41.72,-87.67,Jam,Unclassified,15
41.72,-87.67,Road Closed,Unclassified,3
41.72,-87.66,Accident,Major,2
41.72,-87.66,Accident,Minor,1
41.72,-87.66,Accident,Unclassified,13
41.72,-87.66,Hazard,On Road,97
41.72,-87.66,Hazard,On Shoulder,7
41.72,-87.66,Hazard,Unclassified,2
41.72,-87.66,Hazard,Weather,6
41.72,-87.66,Jam,Heavy Traffic,61
41.72,-87.66,Jam,Stand Still Traffic,36
41.72,-87.66,Jam,Unclassified,28
41.72,-87.66,Road Closed,Unclassified,11
41.72,-87.65,Accident,Minor,1
41.72,-87.65,Accident,Unclassified,9
41.72,-87.65,Hazard,On Road,45
41.72,-87.65,Hazard,On Shoulder,11
41.72,-87.65,Hazard,Unclassified,2
41.72,-87.65,Hazard,Weather,4
41.72,-87.65,Jam,Heavy Traffic,35
41.72,-87.65,Jam,Moderate Traffic,1
41.72,-87.65,Jam,Stand Still Traffic,22
41.72,-87.65,Jam,Unclassified,24
41.72,-87.64,Accident,Major,11
41.72,-87.64,Accident,Minor,4
41.72,-87.64,Accident,Unclassified,28
41.72,-87.64,Hazard,On Road,142
41.72,-87.64,Hazard,On Shoulder,70
41.72,-87.64,Hazard,Unclassified,1
41.72,-87.64,Hazard,Weather,10
41.72,-87.64,Jam,Heavy Traffic,120
41.72,-87.64,Jam,Moderate Traffic,2
41.72,-87.64,Jam,Stand Still Traffic,36
41.72,-87.64,Jam,Unclassified,41
41.72,-87.64,Road Closed,Event,2
41.72,-87.64,Road Closed,Unclassified,3
41.72,-87.63,Accident,Major,20
41.72,-87.63,Accident,Unclassified,27
41.72,-87.63,Hazard,On Road,139
41.72,-87.63,Hazard,On Shoulder,333
41.72,-87.63,Hazard,Unclassified,3
41.72,-87.63,Hazard,Weather,9
41.72,-87.63,Jam,Heavy Traffic,199
41.72,-87.63,Jam,Moderate Traffic,9
41.72,-87.63,Jam,Stand Still Traffic,135
41.72,-87.63,Jam,Unclassified,66
41.72,-87.63,Road Closed,Unclassified,4
41.72,-87.62,Accident,Major,50
41.72,-87.62,Accident,Minor,10
41.72,-87.62,Accident,Unclassified,115
41.72,-87.62,Hazard,On Road,466
41.72,-87.62,Hazard,On Shoulder,2221
41.72,-87.62,Hazard,Unclassified,8
41.72,-87.62,Hazard,Weather,12
41.72,-87.62,Jam,Heavy Traffic,852
41.72,-87.62,Jam,Moderate Traffic,35
41.72,-87.62,Jam,Stand Still Traffic,459
41.72,-87.62,Jam,Unclassified,260
41.72,-87.62,Road Closed,Event,1
41.72,-87.61,Accident,Unclassified,6
41.72,-87.61,Hazard,On Road,23
41.72,-87.61,Hazard,On Shoulder,3
41.72,-87.61,Hazard,Weather,1
41.72,-87.61,Jam,Heavy Traffic,1
41.72,-87.61,Jam,Unclassified,2
41.72,-87.6,Accident,Major,2
41.72,-87.6,Accident,Unclassified,2
41.72,-87.6,Hazard,On Road,20
41.72,-87.6,Hazard,On Shoulder,5
41.72,-87.6,Hazard,Unclassified,7
41.72,-87.6,Jam,Heavy Traffic,5
41.72,-87.6,Jam,Stand Still Traffic,9
41.72,-87.6,Jam,Unclassified,20
41.72,-87.59,Accident,Major,7
41.72,-87.59,Accident,Minor,4
41.72,-87.59,Accident,Unclassified,32
41.72,-87.59,Hazard,On Road,161
41.72,-87.59,Hazard,On Shoulder,238
41.72,-87.59,Hazard,Unclassified,4
41.72,-87.59,Hazard,Weather,5
41.72,-87.59,Jam,Heavy Traffic,70
41.72,-87.59,Jam,Moderate Traffic,1
41.72,-87.59,Jam,Stand Still Traffic,57
41.72,-87.59,Jam,Unclassified,45
41.72,-87.59,Road Closed,Unclassified,2
41.72,-87.58,Accident,Major,6
41.72,-87.58,Accident,Minor,4
41.72,-87.58,Accident,Unclassified,44
41.72,-87.58,Hazard,On Road,134
41.72,-87.58,Hazard,On Shoulder,196
41.72,-87.58,Hazard,Weather,6
41.72,-87.58,Jam,Heavy Traffic,170
41.72,-87.58,Jam,Moderate Traffic,2
41.72,-87.58,Jam,Stand Still Traffic,158
41.72,-87.58,Jam,Unclassified,59
41.72,-87.58,Road Closed,Unclassified,2
41.72,-87.57,Accident,Minor,1
41.72,-87.57,Accident,Unclassified,15
41.72,-87.57,Hazard,On Road,17
41.72,-87.57,Hazard,On Shoulder,5
41.72,-87.57,Hazard,Weather,4
41.72,-87.57,Jam,Heavy Traffic,2
41.72,-87.57,Jam,Stand Still Traffic,1
41.72,-87.57,Jam,Unclassified,4
41.72,-87.57,Road Closed,Unclassified,4
41.72,-87.56,Accident,Unclassified,4
41.72,-87.56,Hazard,On Road,6
41.72,-87.56,Hazard,On Shoulder,4
41.72,-87.56,Hazard,Weather,3
41.72,-87.56,Jam,Heavy Traffic,1
41.72,-87.56,Jam,Unclassified,5
41.73,-87.72,Hazard,On Road,1
41.73,-87.72,Hazard,Weather,1
41.73,-87.72,Jam,Stand Still Traffic,2
41.73,-87.72,Jam,Unclassified,1
41.73,-87.72,Road Closed,Unclassified,2
41.73,-87.68,Accident,Major,1
41.73,-87.68,Hazard,On Road,7
41.73,-87.68,Hazard,Weather,1
41.73,-87.68,Jam,Heavy Traffic,2
41.73,-87.68,Jam,Unclassified,4
41.73,-87.67,Accident,Unclassified,1
41.73,-87.67,Hazard,On Road,10
41.73,-87.67,Hazard,On Shoulder,1
41.73,-87.67,Hazard,Weather,1
41.73,-87.67,Jam,Stand Still Traffic,1
41.73,-87.67,Jam,Unclassified,2
41.73,-87.67,Road Closed,Unclassified,1
41.73,-87.66,Accident,Major,1
41.73,-87.66,Accident,Minor,1
41.73,-87.66,Accident,Unclassified,9
41.73,-87.66,Hazard,On Road,32
41.73,-87.66,Hazard,On Shoulder,5
41.73,-87.66,Hazard,Weather,3
41.73,-87.66,Jam,Heavy Traffic,8
41.73,-87.66,Jam,Stand Still Traffic,7
41.73,-87.66,Jam,Unclassified,6
41.73,-87.65,Accident,Unclassified,3
41.73,-87.65,Hazard,On Road,6
41.73,-87.65,Hazard,On Shoulder,1
41.73,-87.65,Hazard,Weather,1
41.73,-87.65,Jam,Heavy Traffic,4
41.73,-87.65,Jam,Stand Still Traffic,2
41.73,-87.65,Jam,Unclassified,5
41.73,-87.64,Accident,Major,1
41.73,-87.64,Accident,Unclassified,6
41.73,-87.64,Hazard,On Road,40
41.73,-87.64,Hazard,On Shoulder,1
41.73,-87.64,Jam,Heavy Traffic,4
41.73,-87.64,Jam,Stand Still Traffic,2
41.73,-87.64,Jam,Unclassified,8
41.73,-87.63,Accident,Major,2
41.73,-87.63,Accident,Unclassified,3
41.73,-87.63,Hazard,On Road,20
41.73,-87.63,Hazard,On Shoulder,18
41.73,-87.63,Hazard,Unclassified,1
41.73,-87.63,Hazard,Weather,1
41.73,-87.63,Jam,Heavy Traffic,7
41.73,-87.63,Jam,Stand Still Traffic,1
41.73,-87.63,Jam,Unclassified,9
41.73,-87.62,Accident,Major,77
41.73,-87.62,Accident,Minor,20
41.73,-87.62,Accident,Unclassified,158
41.73,-87.62,Hazard,On Road,503
41.73,-87.62,Hazard,On Shoulder,2171
41.73,-87.62,Hazard,Unclassified,13
41.73,-87.62,Hazard,Weather,14
41.73,-87.62,Jam,Heavy Traffic,775
41.73,-87.62,Jam,Moderate Traffic,26
41.73,-87.62,Jam,Stand Still Traffic,463
41.73,-87.62,Jam,Unclassified,252
41.73,-87.62,Road Closed,Event,4
41.73,-87.62,Road Closed,Unclassified,1
41.73,-87.61,Accident,Major,1
41.73,-87.61,Accident,Unclassified,5
41.73,-87.61,Hazard,On Road,10
41.73,-87.61,Hazard,On Shoulder,1
41.73,-87.61,Hazard,Weather,2
41.73,-87.61,Jam,Heavy Traffic,1
41.73,-87.61,Jam,Stand Still Traffic,2
41.73,-87.61,Jam,Unclassified,6
41.73,-87.61,Road Closed,Unclassified,1
41.73,-87.6,Accident,Unclassified,6
41.73,-87.6,Hazard,On Road,10
41.73,-87.6,Hazard,Unclassified,1
41.73,-87.6,Hazard,Weather,3
41.73,-87.6,Jam,Unclassified,10
41.73,-87.6,Road Closed,Unclassified,1
41.73,-87.59,Accident,Major,1
41.73,-87.59,Accident,Minor,2
41.73,-87.59,Accident,Unclassified,9
41.73,-87.59,Hazard,On Road,67
41.73,-87.59,Hazard,On Shoulder,8
41.73,-87.59,Hazard,Weather,5
41.73,-87.59,Jam,Heavy Traffic,45
41.73,-87.59,Jam,Stand Still Traffic,68
41.73,-87.59,Jam,Unclassified,26
41.73,-87.59,Road Closed,Unclassified,1
41.73,-87.58,Accident,Unclassified,2
41.73,-87.58,Hazard,On Road,64
41.73,-87.58,Hazard,On Shoulder,4
41.73,-87.58,Hazard,Unclassified,2
41.73,-87.58,Hazard,Weather,1
41.73,-87.58,Jam,Heavy Traffic,6
41.73,-87.58,Jam,Unclassified,13
41.73,-87.58,Road Closed,Event,1
41.73,-87.58,Road Closed,Unclassified,3
41.73,-87.57,Accident,Unclassified,4
41.73,-87.57,Hazard,On Road,20
41.73,-87.57,Hazard,On Shoulder,88
41.73,-87.57,Hazard,Weather,2
41.73,-87.57,Jam,Stand Still Traffic,2
41.73,-87.57,Jam,Unclassified,6
41.73,-87.57,Road Closed,Unclassified,1
41.73,-87.56,Accident,Major,1
41.73,-87.56,Accident,Unclassified,5
41.73,-87.56,Hazard,On Road,91
41.73,-87.56,Hazard,On Shoulder,307
41.73,-87.56,Hazard,Weather,6
41.73,-87.56,Jam,Heavy Traffic,11
41.73,-87.56,Jam,Moderate Traffic,1
41.73,-87.56,Jam,Stand Still Traffic,9
41.73,-87.56,Jam,Unclassified,15
41.74,-87.74,Accident,Major,2
41.74,-87.74,Accident,Unclassified,17
41.74,-87.74,Hazard,On Road,38
41.74,-87.74,Hazard,On Shoulder,11
41.74,-87.74,Hazard,Unclassified,1
41.74,-87.74,Hazard,Weather,1
41.74,-87.74,Jam,Heavy Traffic,20
41.74,-87.74,Jam,Moderate Traffic,2
41.74,-87.74,Jam,Stand Still Traffic,3
41.74,-87.74,Jam,Unclassified,10
41.74,-87.73,Accident,Major,1
41.74,-87.73,Accident,Unclassified,1
41.74,-87.73,Hazard,On Road,16
41.74,-87.73,Hazard,On Shoulder,3
41.74,-87.73,Hazard,Weather,3
41.74,-87.73,Jam,Heavy Traffic,3
41.74,-87.73,Jam,Stand Still Traffic,1
41.74,-87.73,Jam,Unclassified,7
41.74,-87.72,Accident,Major,2
41.74,-87.72,Accident,Minor,1
41.74,-87.72,Accident,Unclassified,17
41.74,-87.72,Hazard,On Road,54
41.74,-87.72,Hazard,On Shoulder,4
41.74,-87.72,Hazard,Weather,1
41.74,-87.72,Jam,Heavy Traffic,68
41.74,-87.72,Jam,Moderate Traffic,2
41.74,-87.72,Jam,Stand Still Traffic,68
41.74,-87.72,Jam,Unclassified,32
41.74,-87.71,Accident,Major,1
41.74,-87.71,Accident,Minor,1
41.74,-87.71,Accident,Unclassified,8
41.74,-87.71,Hazard,On Road,51
41.74,-87.71,Hazard,On Shoulder,14
41.74,-87.71,Hazard,Unclassified,1
41.74,-87.71,Hazard,Weather,3
41.74,-87.71,Jam,Heavy Traffic,27
41.74,-87.71,Jam,Stand Still Traffic,77
41.74,-87.71,Jam,Unclassified,16
41.74,-87.71,Road Closed,Unclassified,3
41.74,-87.7,Accident,Major,2
41.74,-87.7,Accident,Minor,1
41.74,-87.7,Accident,Unclassified,8
41.74,-87.7,Hazard,On Road,29
41.74,-87.7,Hazard,On Shoulder,8
41.74,-87.7,Hazard,Weather,1
41.74,-87.7,Jam,Heavy Traffic,24
41.74,-87.7,Jam,Stand Still Traffic,3
41.74,-87.7,Jam,Unclassified,10
41.74,-87.7,Road Closed,Event,2
41.74,-87.69,Accident,Unclassified,11
41.74,-87.69,Hazard,On Road,14
41.74,-87.69,Hazard,On Shoulder,2
41.74,-87.69,Hazard,Unclassified,3
41.74,-87.69,Hazard,Weather,3
41.74,-87.69,Jam,Heavy Traffic,2
41.74,-87.69,Jam,Stand Still Traffic,13
41.74,-87.69,Jam,Unclassified,8
41.74,-87.69,Road Closed,Unclassified,1
41.74,-87.68,Accident,Unclassified,10
41.74,-87.68,Hazard,On Road,23
41.74,-87.68,Hazard,On Shoulder,9
41.74,-87.68,Hazard,Weather,2
41.74,-87.68,Jam,Heavy Traffic,9
41.74,-87.68,Jam,Stand Still Traffic,2
41.74,-87.68,Jam,Unclassified,4
41.74,-87.67,Accident,Unclassified,7
41.74,-87.67,Hazard,On Road,35
41.74,-87.67,Hazard,On Shoulder,8
41.74,-87.67,Hazard,Unclassified,1
41.74,-87.67,Hazard,Weather,6
41.74,-87.67,Jam,Heavy Traffic,46
41.74,-87.67,Jam,Moderate Traffic,1
41.74,-87.67,Jam,Stand Still Traffic,18
41.74,-87.67,Jam,Unclassified,23
41.74,-87.66,Accident,Minor,1
41.74,-87.66,Accident,Unclassified,7
41.74,-87.66,Hazard,On Road,70
41.74,-87.66,Hazard,On Shoulder,6
41.74,-87.66,Hazard,Weather,1
41.74,-87.66,Jam,Heavy Traffic,19
41.74,-87.66,Jam,Moderate Traffic,1
41.74,-87.66,Jam,Stand Still Traffic,6
41.74,-87.66,Jam,Unclassified,22
41.74,-87.65,Accident,Major,5
41.74,-87.65,Accident,Minor,2
41.74,-87.65,Accident,Unclassified,14
41.74,-87.65,Hazard,On Road,44
41.74,-87.65,Hazard,On Shoulder,6
41.74,-87.65,Hazard,Weather,7
41.74,-87.65,Jam,Heavy Traffic,17
41.74,-87.65,Jam,Moderate Traffic,1
41.74,-87.65,Jam,Stand Still Traffic,5
41.74,-87.65,Jam,Unclassified,11
41.74,-87.65,Road Closed,Unclassified,2
41.74,-87.64,Accident,Major,2
41.74,-87.64,Accident,Minor,1
41.74,-87.64,Accident,Unclassified,11
41.74,-87.64,Hazard,On Road,116
41.74,-87.64,Hazard,On Shoulder,10
41.74,-87.64,Hazard,Weather,7
41.74,-87.64,Jam,Heavy Traffic,30
41.74,-87.64,Jam,Moderate Traffic,3
41.74,-87.64,Jam,Stand Still Traffic,11
41.74,-87.64,Jam,Unclassified,22
41.74,-87.64,Road Closed,Unclassified,17
41.74,-87.63,Accident,Major,42
41.74,-87.63,Accident,Minor,6
41.74,-87.63,Accident,Unclassified,89
41.74,-87.63,Hazard,On Road,389
41.74,-87.63,Hazard,On Shoulder,1254
41.74,-87.63,Hazard,Unclassified,3
41.74,-87.63,Hazard,Weather,18
41.74,-87.63,Jam,Heavy Traffic,421
41.74,-87.63,Jam,Moderate Traffic,8
41.74,-87.63,Jam,Stand Still Traffic,226
41.74,-87.63,Jam,Unclassified,119
41.74,-87.63,Road Closed,Event,4
41.74,-87.63,Road Closed,Unclassified,23
41.74,-87.62,Accident,Major,49
41.74,-87.62,Accident,Minor,5
41.74,-87.62,Accident,Unclassified,71
41.74,-87.62,Hazard,On Road,277
41.74,-87.62,Hazard,On Shoulder,962
41.74,-87.62,Hazard,Unclassified,7
41.74,-87.62,Hazard,Weather,12
41.74,-87.62,Jam,Heavy Traffic,325
41.74,-87.62,Jam,Moderate Traffic,12
41.74,-87.62,Jam,Stand Still Traffic,209
41.74,-87.62,Jam,Unclassified,124
41.74,-87.62,Road Closed,Event,6
41.74,-87.61,Accident,Unclassified,4
41.74,-87.61,Hazard,On Road,45
41.74,-87.61,Hazard,On Shoulder,1
41.74,-87.61,Hazard,Weather,2
41.74,-87.61,Jam,Heavy Traffic,20
41.74,-87.61,Jam,Stand Still Traffic,13
41.74,-87.61,Jam,Unclassified,16
41.74,-87.6,Accident,Unclassified,7
41.74,-87.6,Hazard,On Road,35
41.74,-87.6,Hazard,On Shoulder,5
41.74,-87.6,Hazard,Weather,1
41.74,-87.6,Jam,Heavy Traffic,3
41.74,-87.6,Jam,Stand Still Traffic,2
41.74,-87.6,Jam,Unclassified,12
41.74,-87.59,Accident,Major,3
41.74,-87.59,Accident,Minor,3
41.74,-87.59,Accident,Unclassified,16
41.74,-87.59,Hazard,On Road,64
41.74,-87.59,Hazard,On Shoulder,11
41.74,-87.59,Hazard,Weather,2
41.74,-87.59,Jam,Heavy Traffic,12
41.74,-87.59,Jam,Stand Still Traffic,6
41.74,-87.59,Jam,Unclassified,17
41.74,-87.58,Accident,Minor,2
41.74,-87.58,Accident,Unclassified,10
41.74,-87.58,Hazard,On Road,79
41.74,-87.58,Hazard,On Shoulder,112
41.74,-87.58,Hazard,Weather,10
41.74,-87.58,Jam,Heavy Traffic,6
41.74,-87.58,Jam,Moderate Traffic,1
41.74,-87.58,Jam,Stand Still Traffic,6
41.74,-87.58,Jam,Unclassified,15
41.74,-87.58,Road Closed,Construction,1
41.74,-87.58,Road Closed,Event,2
41.74,-87.58,Road Closed,Unclassified,4
41.74,-87.57,Accident,Major,1
41.74,-87.57,Accident,Minor,1
41.74,-87.57,Accident,Unclassified,12
41.74,-87.57,Hazard,On Road,157
41.74,-87.57,Hazard,On Shoulder,419
41.74,-87.57,Hazard,Unclassified,11
41.74,-87.57,Hazard,Weather,5
41.74,-87.57,Jam,Heavy Traffic,19
41.74,-87.57,Jam,Moderate Traffic,1
41.74,-87.57,Jam,Stand Still Traffic,19
41.74,-87.57,Jam,Unclassified,29
41.74,-87.56,Accident,Unclassified,4
41.74,-87.56,Hazard,On Road,9
41.74,-87.56,Hazard,Unclassified,1
41.74,-87.56,Hazard,Weather,3
41.74,-87.56,Jam,Unclassified,5
41.75,-87.74,Accident,Major,4
41.75,-87.74,Accident,Minor,3
41.75,-87.74,Accident,Unclassified,25
41.75,-87.74,Hazard,On Road,121
41.75,-87.74,Hazard,On Shoulder,12
41.75,-87.74,Hazard,Weather,5
41.75,-87.74,Jam,Heavy Traffic,45
41.75,-87.74,Jam,Moderate Traffic,3
41.75,-87.74,Jam,Stand Still Traffic,31
41.75,-87.74,Jam,Unclassified,31
41.75,-87.73,Accident,Major,1
41.75,-87.73,Accident,Minor,1
41.75,-87.73,Accident,Unclassified,14
41.75,-87.73,Hazard,On Road,27
41.75,-87.73,Hazard,On Shoulder,9
41.75,-87.73,Hazard,Weather,3
41.75,-87.73,Jam,Heavy Traffic,4
41.75,-87.73,Jam,Moderate Traffic,1
41.75,-87.73,Jam,Stand Still Traffic,2
41.75,-87.73,Jam,Unclassified,11
41.75,-87.72,Accident,Major,1
41.75,-87.72,Accident,Unclassified,16
41.75,-87.72,Hazard,On Road,44
41.75,-87.72,Hazard,On Shoulder,12
41.75,-87.72,Hazard,Weather,5
41.75,-87.72,Jam,Heavy Traffic,25
41.75,-87.72,Jam,Stand Still Traffic,60
41.75,-87.72,Jam,Unclassified,22
41.75,-87.71,Accident,Unclassified,6
41.75,-87.71,Hazard,On Road,56
41.75,-87.71,Hazard,On Shoulder,7
41.75,-87.71,Hazard,Weather,6
41.75,-87.71,Jam,Heavy Traffic,19
41.75,-87.71,Jam,Stand Still Traffic,110
41.75,-87.71,Jam,Unclassified,26
41.75,-87.71,Road Closed,Unclassified,2
41.75,-87.7,Accident,Major,2
41.75,-87.7,Accident,Minor,2
41.75,-87.7,Accident,Unclassified,23
41.75,-87.7,Hazard,On Road,86
41.75,-87.7,Hazard,On Shoulder,16
41.75,-87.7,Hazard,Unclassified,2
41.75,-87.7,Hazard,Weather,4
41.75,-87.7,Jam,Heavy Traffic,42
41.75,-87.7,Jam,Stand Still Traffic,62
41.75,-87.7,Jam,Unclassified,29
41.75,-87.69,Accident,Minor,1
41.75,-87.69,Accident,Unclassified,2
41.75,-87.69,Hazard,On Road,23
41.75,-87.69,Hazard,On Shoulder,6
41.75,-87.69,Jam,Heavy Traffic,6
41.75,-87.69,Jam,Stand Still Traffic,10
41.75,-87.69,Jam,Unclassified,7
41.75,-87.68,Accident,Unclassified,6
41.75,-87.68,Hazard,On Road,17
41.75,-87.68,Hazard,Unclassified,7
41.75,-87.68,Jam,Heavy Traffic,10
41.75,-87.68,Jam,Stand Still Traffic,2
41.75,-87.68,Jam,Unclassified,17
41.75,-87.68,Road Closed,Unclassified,2
41.75,-87.67,Accident,Unclassified,7
41.75,-87.67,Hazard,On Road,20
41.75,-87.67,Hazard,Unclassified,12
41.75,-87.67,Hazard,Weather,1
41.75,-87.67,Jam,Heavy Traffic,36
41.75,-87.67,Jam,Moderate Traffic,2
41.75,-87.67,Jam,Stand Still Traffic,15
41.75,-87.67,Jam,Unclassified,20
41.75,-87.66,Accident,Major,2
41.75,-87.66,Accident,Minor,1
41.75,-87.66,Accident,Unclassified,11
41.75,-87.66,Hazard,On Road,53
41.75,-87.66,Hazard,On Shoulder,4
41.75,-87.66,Hazard,Unclassified,2
41.75,-87.66,Hazard,Weather,6
41.75,-87.66,Jam,Heavy Traffic,16
41.75,-87.66,Jam,Moderate Traffic,1
41.75,-87.66,Jam,Stand Still Traffic,8
41.75,-87.66,Jam,Unclassified,17
41.75,-87.66,Road Closed,Unclassified,2
41.75,-87.65,Accident,Unclassified,10
41.75,-87.65,Hazard,On Road,39
41.75,-87.65,Hazard,Unclassified,9
41.75,-87.65,Hazard,Weather,2
41.75,-87.65,Jam,Heavy Traffic,9
41.75,-87.65,Jam,Stand Still Traffic,4
41.75,-87.65,Jam,Unclassified,14
41.75,-87.65,Road Closed,Unclassified,10
41.75,-87.64,Accident,Minor,2
41.75,-87.64,Accident,Unclassified,5
41.75,-87.64,Hazard,On Road,70
41.75,-87.64,Hazard,On Shoulder,6
41.75,-87.64,Hazard,Weather,4
41.75,-87.64,Jam,Heavy Traffic,44
41.75,-87.64,Jam,Moderate Traffic,2
41.75,-87.64,Jam,Stand Still Traffic,13
41.75,-87.64,Jam,Unclassified,17
41.75,-87.64,Road Closed,Unclassified,10
41.75,-87.63,Accident,Major,31
41.75,-87.63,Accident,Minor,8
41.75,-87.63,Accident,Unclassified,100
41.75,-87.63,Hazard,On Road,309
41.75,-87.63,Hazard,On Shoulder,1134
41.75,-87.63,Hazard,Unclassified,24
41.75,-87.63,Hazard,Weather,9
41.75,-87.63,Jam,Heavy Traffic,561
41.75,-87.63,Jam,Moderate Traffic,9
41.75,-87.63,Jam,Stand Still Traffic,352
41.75,-87.63,Jam,Unclassified,176
41.75,-87.63,Road Closed,Event,5
41.75,-87.62,Accident,Major,48
41.75,-87.62,Accident,Minor,5
41.75,-87.62,Accident,Unclassified,36
41.75,-87.62,Hazard,On Road,198
41.75,-87.62,Hazard,On Shoulder,598
41.75,-87.62,Hazard,Unclassified,10
41.75,-87.62,Hazard,Weather,6
41.75,-87.62,Jam,Heavy Traffic,228
41.75,-87.62,Jam,Moderate Traffic,13
41.75,-87.62,Jam,Stand Still Traffic,93
41.75,-87.62,Jam,Unclassified,80
41.75,-87.62,Road Closed,Event,5
41.75,-87.61,Accident,Unclassified,10
41.75,-87.61,Hazard,On Road,17
41.75,-87.61,Hazard,On Shoulder,2
41.75,-87.61,Hazard,Weather,2
41.75,-87.61,Jam,Heavy Traffic,4
41.75,-87.61,Jam,Stand Still Traffic,1
41.75,-87.61,Jam,Unclassified,17
41.75,-87.6,Accident,Major,1
41.75,-87.6,Accident,Unclassified,5
41.75,-87.6,Hazard,On Road,31
41.75,-87.6,Hazard,On Shoulder,2
41.75,-87.6,Hazard,Weather,4
41.75,-87.6,Jam,Heavy Traffic,1
41.75,-87.6,Jam,Stand Still Traffic,1
41.75,-87.6,Jam,Unclassified,7
41.75,-87.6,Road Closed,Event,4
41.75,-87.6,Road Closed,Unclassified,10
41.75,-87.59,Accident,Major,2
41.75,-87.59,Accident,Minor,6
41.75,-87.59,Accident,Unclassified,23
41.75,-87.59,Hazard,On Road,192
41.75,-87.59,Hazard,On Shoulder,419
41.75,-87.59,Hazard,Unclassified,1
41.75,-87.59,Hazard,Weather,9
41.75,-87.59,Jam,Heavy Traffic,23
41.75,-87.59,Jam,Stand Still Traffic,23
41.75,-87.59,Jam,Unclassified,26
41.75,-87.58,Accident,Major,2
41.75,-87.58,Accident,Unclassified,7
41.75,-87.58,Hazard,On Road,156
41.75,-87.58,Hazard,On Shoulder,299
41.75,-87.58,Hazard,Weather,2
41.75,-87.58,Jam,Heavy Traffic,15
41.75,-87.58,Jam,Stand Still Traffic,5
41.75,-87.58,Jam,Unclassified,14
41.75,-87.57,Accident,Unclassified,2
41.75,-87.57,Hazard,On Road,12
41.75,-87.57,Hazard,On Shoulder,1
41.75,-87.57,Hazard,Weather,4
41.75,-87.57,Jam,Heavy Traffic,1
41.75,-87.57,Jam,Stand Still Traffic,1
41.75,-87.57,Jam,Unclassified,14
41.75,-87.57,Road Closed,Unclassified,1
41.75,-87.56,Accident,Unclassified,2
41.75,-87.56,Hazard,On Road,5
41.75,-87.56,Hazard,Weather,4
41.75,-87.56,Jam,Moderate Traffic,1
41.75,-87.56,Jam,Unclassified,1
41.76,-87.8,Accident,Unclassified,2
41.76,-87.8,Hazard,On Road,55
41.76,-87.8,Hazard,On Shoulder,2
41.76,-87.8,Jam,Heavy Traffic,17
41.76,-87.8,Jam,Stand Still Traffic,29
41.76,-87.8,Jam,Unclassified,7
41.76,-87.79,Jam,Stand Still Traffic,1
41.76,-87.74,Accident,Unclassified,1
41.76,-87.74,Hazard,On Road,39
41.76,-87.74,Jam,Heavy Traffic,1
41.76,-87.74,Jam,Stand Still Traffic,2
41.76,-87.74,Jam,Unclassified,4
41.76,-87.73,Accident,Unclassified,1
41.76,-87.73,Hazard,On Road,31
41.76,-87.73,Hazard,Weather,2
41.76,-87.73,Jam,Stand Still Traffic,2
41.76,-87.73,Road Closed,Unclassified,2
41.76,-87.72,Accident,Unclassified,4
41.76,-87.72,Hazard,On Road,14
41.76,-87.72,Jam,Heavy Traffic,28
41.76,-87.72,Jam,Moderate Traffic,1
41.76,-87.72,Jam,Stand Still Traffic,6
41.76,-87.72,Jam,Unclassified,10
41.76,-87.72,Road Closed,Unclassified,4
41.76,-87.71,Accident,Unclassified,1
41.76,-87.71,Hazard,On Road,10
41.76,-87.71,Hazard,On Shoulder,1
41.76,-87.71,Jam,Heavy Traffic,5
41.76,-87.71,Jam,Moderate Traffic,1
41.76,-87.71,Jam,Stand Still Traffic,2
41.76,-87.71,Jam,Unclassified,4
41.76,-87.71,Road Closed,Hazard,1
41.76,-87.7,Accident,Unclassified,1
41.76,-87.7,Hazard,On Road,25
41.76,-87.7,Hazard,Weather,6
41.76,-87.7,Jam,Heavy Traffic,7
41.76,-87.7,Jam,Stand Still Traffic,5
41.76,-87.7,Jam,Unclassified,4
41.76,-87.69,Accident,Unclassified,4
41.76,-87.69,Hazard,On Road,46
41.76,-87.69,Hazard,On Shoulder,5
41.76,-87.69,Hazard,Unclassified,1
41.76,-87.69,Jam,Heavy Traffic,9
41.76,-87.69,Jam,Stand Still Traffic,79
41.76,-87.69,Jam,Unclassified,14
41.76,-87.69,Road Closed,Unclassified,7
41.76,-87.68,Accident,Major,1
41.76,-87.68,Accident,Minor,3
41.76,-87.68,Accident,Unclassified,13
41.76,-87.68,Hazard,On Road,152
41.76,-87.68,Hazard,On Shoulder,9
41.76,-87.68,Hazard,Unclassified,2
41.76,-87.68,Hazard,Weather,1
41.76,-87.68,Jam,Heavy Traffic,34
41.76,-87.68,Jam,Moderate Traffic,2
41.76,-87.68,Jam,Stand Still Traffic,48
41.76,-87.68,Jam,Unclassified,14
41.76,-87.68,Road Closed,Event,4
41.76,-87.68,Road Closed,Unclassified,25
41.76,-87.67,Accident,Unclassified,6
41.76,-87.67,Hazard,On Road,28
41.76,-87.67,Hazard,On Shoulder,3
41.76,-87.67,Hazard,Weather,1
41.76,-87.67,Jam,Heavy Traffic,8
41.76,-87.67,Jam,Stand Still Traffic,10
41.76,-87.67,Jam,Unclassified,17
41.76,-87.67,Road Closed,Unclassified,2
41.76,-87.66,Accident,Major,1
41.76,-87.66,Accident,Minor,2
